@relation C__Users_Haomeng_Desktop_Creativity_of_emoticon_recognition_emoticons

@attribute text string
@attribute @@class@@ {negative,positive,undefined}

@data
'RT @cnmmichael: R/T @thundley4: #Hillary2016 A liar married to a liar, and worked for a liar. #WhatDifferenceDoesItMake? http://t.co/iJ6jh7…',undefined
'RT BernieVerse: #Bernie Supports raising the minimum wage to a livable wage\n #Election2016 #Bernie2016 #Hillary2016 https://t.co/yTDWxg9Mbh',undefined
'RT @Hillary4Florida: Join the Hillary for Florida Organizing Team: https://t.co/Q5E4T1rW6a\n\n�?��?🇺🇸🌴#Florida #Hillary2016 #UniteBlue #HillaryC…',undefined
'RT @JesusForBernie: How will Bernie work across the aisle? Well, it starts by not calling his Republican colleagues his \"enemies\". #FeelThe…',undefined
'RT @Hillary4Florida: This is the official Florida account for our grassroots team to elect @HillaryClinton. Follow for updates &amp; to get inv…',undefined
'.@Burgwinkle is ready for the JJ Dinner, are you? #Hillary2016 #iacaucus https://t.co/5NZ50Dtiyc',undefined
'RT @michaelallenmar: https://t.co/Jpo8Z3kNRP\n\nHow Monsanto, Exxon Mobil, &amp; more Lobbyists Are Bundling Funds For #HILLARY2016 https://t.co/…',undefined
'RT @XManSV: INTRIGUING CHECK IT OUT #GunSense #RepealTheSecondAmendment #Hillary2016 #Clinton #BackgroundCheck https://t.co/pNWQfhW0L0',undefined
'RT @WashTimes: . @MonicaCrowley on #Benghazi, lies and videotape https://t.co/t15LuePx10 #BenghaziCommittee #Hillary2016 https://t.co/h1xbl…',undefined
'RT @IWF: #HillaryClinton to testify before the #BenghaziCommittee and, yes, it makes a difference. https://t.co/SLcmRwCQDK https://t.co/tSN…',undefined
'RT @XManSV: engrossing look #HillaryClinton #HillaryEmail #Everytown #GunRights #HillaryEmail https://t.co/8CoVhEtb7X',undefined
'RT @WashTimes: Andrew Napolitano suggests some questions for #HillaryClinton https://t.co/pqh9jyp5Hc #Benghazi #BenghaziCommittee https://t…',undefined
'RT @KMBwaters: .@Burgwinkle is ready for the JJ Dinner, are you? #Hillary2016 #iacaucus https://t.co/5NZ50Dtiyc',undefined
'RT @DeniseFlores: These two... �?��?�?��?🇺🇸 #Biden2016 #Hillary2016 https://t.co/CEUVxrXCz2',undefined
'RT @KMBwaters: .@Burgwinkle is ready for the JJ Dinner, are you? #Hillary2016 #iacaucus https://t.co/5NZ50Dtiyc',undefined
'.@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://t.co/9KoeCrFEYV',undefined
'#TCMParty Compared to what #HillaryClinton is doing &amp; has done, #Nixon was a #BoyScout',undefined
'RT @BernieVerse: #Bernie Supports raising the minimum wage to a livable wage\n #Election2016 #Bernie2016 #Hillary2016 https://t.co/ATu5Bi1ZN0',undefined
'Looking forward to hearing @NatSecJosh on @davidwebbshow @SiriusXMPatriot @SIRIUSXM at 10pm discussing #HillaryClinton #Benghazi',undefined
'RT @CarolCNN: Mother of Benghazi victim Sean Smith wants answers from #HillaryClinton.  https://t.co/LbNuDfFTMt',undefined
'#HillaryClinton #LaHillary #LatinosForHillary #ImWithHer #EstoyContigo https://t.co/URbcsUkDCl',undefined
'RT: @rosevine3 \nBoycott #Monsanto &amp; their candidate #Hillary2016  https://t.co/fzAzbIxjoD',undefined
'Astonishing, in Nation of 300+Million People we are waiting with Baited Breath to see if Presidential Candidate #HillaryClinton is indicted',undefined
'holy cow #GunSense #Hillary2016 #Everytown #NotOneMore #BackgroundCheck #GunReform #Hillary2016 https://t.co/ZHaCac45oa',undefined
'RT @XManSV: wtf news #DoSomething #RepealThe2nd #RepealTheSecondAmendment #Hillary2016 #Everytown https://t.co/YeQnMfqbGo',undefined
'Is $NRG #GreenCo 2B believed? David Crane or David Skilling at da helm?  Hope 4A #HillaryClinton win type biz plan https://t.co/21OnZgTZbJ',undefined
'RT @peddoc63: #HillaryClinton is a LIAR and a CROOK😡 #UniteBlue #PJNET #tcot https://t.co/qgIt9BmZvV',undefined
'onfo #GunSense #FuckTheNRA #TeaParty #2ndAmendment #p2 #HillaryClinton #HillaryEmail https://t.co/q9p78b0AkD',undefined
'RT @XManSV: engrossing look #HillaryClinton #HillaryEmail #Everytown #GunRights #HillaryEmail https://t.co/8CoVhEtb7X',undefined
'Dems will grandstand&amp;try to cover for #HillaryClinton;hopefully, Repubs will try(&amp; unfortunately, probably fail) to get the truth\n#KellyFile',undefined
'#Hillary2016 &amp; #Bernie2016 think #Democrats are stupid enough to believe they will get everything they promise. #WakeUpAmerica',undefined
'#Hillary2016 #RepealThe2nd #StopGunViolence #UniversalBackgroundChecks #BackgroundCheck #NoToGunControl https://t.co/QjTCbCgELf',undefined
'Hours before  #HillaryClinton answers questions. This has been an extraordinary cover up from the very beginning. https://t.co/t6SdBoz9JR',undefined
'RT @Nottinghams1: #TCMParty Compared to what #HillaryClinton is doing &amp; has done, #Nixon was a #BoyScout',undefined
'RT @VT4Bernie: RT BernieVerse: #Bernie Supports raising the minimum wage to a livable wage\n #Election2016 #Bernie2016 #Hillary2016 https://…',undefined
'@HillaryClinton #Hillary2016 #HillaryClinton #JesusWins #Pray4USA \n https://t.co/YaGlEolUWG',undefined
'ENGROSING LOOK #GunSense #Everytown #NotOneMore #GunReform #Hillary2016 #Benghazi https://t.co/oF32mY67Yh',undefined
'RT @livenewscloud: Join @Tika_LNC @xrams @MsVanessainDC @tom_news2 @francoangelino2 &amp; LNC crew watch #HillaryClinton LIVE ► https://t.co/Tn…',undefined
'CHECK OT OUT #Hillary2016 #Repeal2A #GunControl #UCCShooting #EndGunViolenceNow #2A #RKBA #NRA https://t.co/iMEbN3MBue',undefined
'check it out #HillaryClinton #Benghazi #BadGunLaws #2A #GunRights #GunOwnership https://t.co/EqAFfPPVgm',undefined
'#BenghaziCommittee in big trouble @HillaryClinton LIVE 9am tmrw ► https://t.co/Tny4iRWDn1   #Hillary2016 #UniteBlue https://t.co/uz5gy5IRCb',undefined
'Too Quick to Write-off #Sanders? I Just Hope the #Hillary2016 Campaign Remains Vigilant. https://t.co/g4mSvQMjN8',undefined
'fascinating #Hillary2016 #BackgroundCheck #FuckTheNRA #TheLoneliestClub #Repeal2A #Hillary2016 https://t.co/8tPiP4qQKs',undefined
'RT @Hillary4Florida: This is the official Florida account for our grassroots team to elect @HillaryClinton. Follow for updates &amp; to get inv…',undefined
'#RepealTheSecondAmendment #GunControl #Everytown #UCCShooting #2A #Repeal2A #Hillary2016 #Clinton https://t.co/hBiK5XXgXv',undefined
'Are you? #ImWithHer  https://t.co/YrRbHN7Kps',undefined
'0mg naterial #HillaryClinton #HillaryEmail #MomsDemand #BackgroundCheck #GunReform #2ndAmendment https://t.co/rSv1WvOxJc',undefined
'RT @Will_J_Bryan: RT: @rosevine3 \nBoycott #Monsanto &amp; their candidate #Hillary2016  https://t.co/fzAzbIxjoD',undefined
'Update: EXPLOSIVE: Kurt Eichenwald writes the definitive Benghazi takedown. https://t.co/YwLjFQn0C3 via @dailykos #p2 #Hillary2016',undefined
'WIW WOW SCO0P #HillaryClinton #HillaryEmail #Repeal2A #EndGunViolenceNow #p2 #NRA https://t.co/HYVGtLcnXm',undefined
'RT @lexknitter: Looking forward to hearing @NatSecJosh on @davidwebbshow @SiriusXMPatriot @SIRIUSXM at 10pm discussing #HillaryClinton #Ben…',undefined
'LIVE: The Problem with Hillary... on #spreaker #campaign #hillaryclinton https://t.co/DXvN8VxH3F',undefined
'RT @Will_J_Bryan: RT: @rosevine3 \nBoycott #Monsanto &amp; their candidate #Hillary2016  https://t.co/fzAzbIxjoD',undefined
'RT @janicero: .@gojulius93 says his jazz hands are ready for JJ. #Hillary2016 https://t.co/ppCqXs1mms',undefined
'#Hillary2016 #RepealTheSecondAmendment #Repeal2A #GunControl #OathKeepers #Clinton holy cow look https://t.co/cwwxj5EPFo',undefined
'RT @007ticktock: #ImWithHer #Hillary2016 at debate watch party http://t.co/mRJkudHI8M',undefined
'#HillaryClinton #StopGunViolence #BackgroundCheck #OathKeepers #RepealTheSecondAmendment #Repeal2A https://t.co/c5S4M8iGXP',undefined
'RT @delegate4hillar: #ImWithHer #Hillary2016 http://t.co/K9z1xU6f1E',undefined
'RT @WashTimes: Bill Clinton scored paid speeches while #HillaryClinton made official State Dept. visits: https://t.co/XP7pZMThnG',undefined
'CHECK IT OUT #HillaryClinton #Clinton #Everytown #Confiscation #NoToGunControl #FuckTheNRA #NRA https://t.co/Fbfl9ETqM5',undefined
'RT @Hillary4Florida: Join the Hillary for Florida Organizing Team: https://t.co/Q5E4T1rW6a\n\n�?��?🇺🇸🌴#Florida #Hillary2016 #UniteBlue #HillaryC…',undefined
'report engrosing #HillaryClinton #Hillary2016 #Clinton #Repeal2A #UniversalBackgroundChecks #RKBA https://t.co/iAH2J29YCx',undefined
'GOSH LIOK #GunSense #HillaryClinton #Hillary2016 #Benghazi #RepealThe2nd #NotOneMore #TeaParty https://t.co/dtcLgv8MuB',undefined
'CNBC Announces GOP Debate Lineups #UnitedBlue #MorningJoe #Hillary2016 https://t.co/JjerwXtowF',undefined
'#HillaryClinton #Everytown #NotOneMore #UniversalBackgroundChecks #TheLoneliestClub #GunOwnership https://t.co/GQhNhnJc2e',undefined
'Here is the \"Video\" that #HillaryClinton and #BarackObama apologized 4 &amp;claim that caused #Benghazi #FREEDOMOFSPEECH\nhttps://t.co/geRJWyTDdE',undefined
'IMG CHECK IT OUT #GunSense #HillaryClinton #Repeal2A #StopGunViolence #NotOneMore #NoToGunControl https://t.co/7a75swzUbk',undefined
'RT @janicero: .@gojulius93 says his jazz hands are ready for JJ. #Hillary2016 https://t.co/ppCqXs1mms',undefined
'RT @Will_J_Bryan: RT: @VirginiaInCal \n#FeelTheBern against #Monsanto &amp; their candidate #Hillary2016  https://t.co/yW4grSViG2',undefined
'RT @rossssc: If your attacking #HillaryClinton OR #BernieSanders over some stupid Ass crap #MSNBC #CNN are \"Reporting\" about Joe Biden, You…',undefined
'OBSERVE #StopGunViolence #MomsDemand #UniversalBackgroundChecks #p2 #RepealThe2nd #Hillary2016 https://t.co/2jZVh1dgMs',undefined
'RT @lexknitter: Looking forward to hearing @NatSecJosh on @davidwebbshow @SiriusXMPatriot @SIRIUSXM at 10pm discussing #HillaryClinton #Ben…',undefined
'RT @JusPauperum1: #HillaryClinton on #SocialSecurity Expansion: Words are Wind. A Cold Wind.\n \nhttps://t.co/Ttl9QAm9E3',undefined
'RT @XManSV: IMG CHECK IT OUT #GunSense #HillaryClinton #Repeal2A #StopGunViolence #NotOneMore #NoToGunControl https://t.co/7a75swzUbk',undefined
'#HillaryClinton #Clinton #Confiscation #BadGunLaws #gunowners #HillaryClinton #Hillary2016 ENGROSING https://t.co/JEcLrMm0GB',undefined
'RT @XManSV: GOSH NEWS #GunSense #HillaryClinton #Hillary2016 #MassShooting #BadGunLaws #2A #RKBA #p2 https://t.co/VgKWQRuzAU',undefined
'FINDINGS #GunSense #HillaryClinton #RepealThe2nd #StopGunViolence #GunControl #Everytown https://t.co/VL5h35L3Wb',undefined
'news introguing #Hillary2016 #Benghazi #HillaryEmail #Confiscation #NoToGunControl #GunReform https://t.co/PvH4H6PKJ3',undefined
'How Dumb Carson? A Look At How Irresponsibly His Campaign Spends Money (Image) #UnitedBlue #MorningJoe #Hillary2016 https://t.co/cCTSyTAmFp',undefined
'Same as it ever was... What are they afraid of? #Hillary2016  #SCOTUS https://t.co/VMfLFMQyxn',undefined
'Score YET another endorsement for @HillaryClinton as @GovernorMarkell endorses her. #ImWithHer #FeelTheHill #RR4H \nhttps://t.co/gs49ON1Zr1',undefined
'New PPP Polls: #Hillary2016 Winning NH Primary, Beating All #GOP Contenders in New Hampshire https://t.co/LVXXlC72bK via @dailykos #p2',undefined
'#WhateverItTakes #EndGunViolenceNow #GunReform #BadGunLaws #RepealTheSecondAmendment #Hillary2016 https://t.co/1LxhMh5AFY',undefined
'RT @nhdogmom: Same as it ever was... What are they afraid of? #Hillary2016  #SCOTUS https://t.co/VMfLFMQyxn',undefined
'RT @vying4equality: Heard that Delaware Gov. Jack Markell, endorses Hillary Clinton for president. #Hillary2016',undefined
'#NotOneMore #UniversalBackgroundChecks #NoToGunControl #MassShooting #HillaryClinton #Hillary2016 https://t.co/G1LiMuKXNc',undefined
'@davidwebbshow @SIRIUSXM @SiriusXMPatriot #hillaryclinton the victim or the villain?',undefined
'CHECK OT IUT #Hillary2016 #GunControl #Everytown #UCCShooting #NotOneMore #Confiscation #p2 https://t.co/jXDNEbKdh9',undefined
'RT @KMBwaters: .@Burgwinkle is ready for the JJ Dinner, are you? #Hillary2016 #iacaucus https://t.co/5NZ50Dtiyc',undefined
'#Hillary2016 #HillaryEmail #Clinton #RepealThe2nd #NoToGunControl #FuckTheNRA #2A #NRA https://t.co/PqezszqRbN',undefined
'HOLY COW DOPE #Hillary2016 #Clinton #Everytown #TeaParty #SecondAmendment #p2 #Benghazi https://t.co/PlnFx1I4QZ',undefined
'Gowdy Forced To Return Money From Anti-Hillary PAC Or Admit Benghazi Is A GOP Witch Hunt #MorningJoe #Hillary2016  https://t.co/uUYy0bKZJb',undefined
'Warm in Public, #JoeBiden and #HillaryClinton Have Been Intense Rivals in Private... https://t.co/f3EzKyLVNP https://t.co/QCYJiONsRI',undefined
'wow material #HillaryClinton #RepealTheSecondAmendment #MomsDemand #NotOneMore #SecondAmendment https://t.co/2C1spqIl8B',undefined
'RT @thehiredmind: #HillaryForPrison2016 #HillaryEmail #hillary2016 http://t.co/mn5m1OV5FK',undefined
'#Hillary2016 #BadGunLaws #RepealThe2nd #Clinton stinulating scoop https://t.co/76x0UHf3sY',undefined
'RT @nhdogmom: Same as it ever was... What are they afraid of? #Hillary2016  #SCOTUS https://t.co/VMfLFMQyxn',undefined
'GOP’s War On The Poor Turns Ugly, Now They’re Attacking 4-Year-Olds #UnitedBlue #MorningJoe #Hillary2016 https://t.co/xEa1ESG5ru',undefined
'#HillaryClinton #Hillary2016 #GunControl #WhateverItTakes #UniversalBackgroundChecks #Confiscation https://t.co/F0TRQ5pVEm',undefined
'Silly eto eto~~&gt;@etoilee8 \n\n#Obama #ObamaLegacy #Hillary2016 #tcot #CNN #msnbc #UniteBlue #LibCrib #WakeUpAmerica https://t.co/6ee0Ip2XCw',undefined
'Way to go @HillaryforNH @LenorePatton @AllyPriestnh So glad to hear you got new folks enthused. #Hillary2016  https://t.co/FYLqtSEHXh',undefined
'#BlackLivesMatter sugar daddy George Soros donated 2 million to #HillaryClinton Super Pac https://t.co/PFobU1hqyD',undefined
'gosh look at this #Hillary2016 #MomsDemand #UCCShooting #NotOneMore #TheLoneliestClub #OathKeepers https://t.co/QrJpDOBTXL',undefined
'Twitter Account Beautifully Mocks The Double Standards Women Face Every Day #UnitedBlue #MorningJoe #Hillary2016 https://t.co/mnejQqVjNB',undefined
'RT @livenewscloud: Join @Tika_LNC @xrams @MsVanessainDC @tom_news2 @francoangelino2 &amp; LNC crew watch #HillaryClinton LIVE ► https://t.co/Tn…',undefined
'#Hillary2016 #GunControl #2A #Hillary2016 #Clinton onformation gish https://t.co/IU9GsAEixD',undefined
'#Hillary2016 https://t.co/Myd6L9ELvQ',undefined
'RT @Hillary4Florida: This is the official Florida account for our grassroots team to elect @HillaryClinton. Follow for updates &amp; to get inv…',undefined
'#gunsense #gunsense #gunsense #Hillary2016 #NotOneMore #FuckTheNRA #SecondAmendment #RepealThe2nd #Repeal2A INTARE… https://t.co/PZVzuE50ir',undefined
'#GunSense #MomsDemand #UCCShooting #pjnet #Hillary2016 fascinating dope https://t.co/m7R7y2ywSC',undefined
'#gunsense #gunsense #gunsense #HillaryClinton #Hillary2016 #OathKeepers #SecondAmendment #Repeal2A news https://t.co/TFhonYFgtQ',undefined
'#gunsense #gunsense #gunsense intriguing #HillaryClinton #Hillary2016 #MomsDemand #EndGunViolenceNow #2A #SecondAm… https://t.co/8WnOUWQcsL',undefined
'#gunsense #gunsense RT XManSV: intriguing #HillaryClinton #Hillary2016 #MomsDemand #EndGunViolenceNow #2A #SecondA… https://t.co/8WnOUWQcsL',undefined
'RT @WashTimes: . @MonicaCrowley on #Benghazi, lies and videotape https://t.co/t15LuePx10 #BenghaziCommittee #Hillary2016 https://t.co/h1xbl…',undefined
'#gunsense HOLY COW DOPE #Hillary2016 #Clinton #Everytown #TeaParty #SecondAmendment #p2 #Benghazi https://t.co/vbuWapbv2s',undefined
'#gunsense wow material #HillaryClinton #RepealTheSecondAmendment #MomsDemand #NotOneMore #SecondAmendment https://t.co/pTnqEUIit7',undefined
'#MyGovHillary #HillaryClinton to want Strong Families #USA in #Colorado Welby - https://t.co/ZzLd8QKY9l https://t.co/t7WamFzwiy',undefined
'WTF #GunSense #HillaryClinton #RepealThe2nd #RepealTheSecondAmendment #GunControl #TeaParty https://t.co/PpdaVkUTrT',undefined
'look #GunSense #HillaryClinton #HillaryEmail #Repeal2A #MomsDemand #WhateverItTakes #NotOneMore https://t.co/FkRH4Y4Usq',undefined
'RT @XManSV: INTRIGUING CHECK IT OUT #GunSense #RepealTheSecondAmendment #Hillary2016 #Clinton #BackgroundCheck https://t.co/pNWQfhW0L0',undefined
'@devilchasnme Either that, or he will appear the reluctant hero after #Hillary2016 is indicted.',undefined
'Warm in Public, #JoeBiden and #HillaryClinton Have Been Intense Rivals in Private... https://t.co/o2DW7TgEg4 https://t.co/Wa8hcuYyxe',undefined
'GILLY LOOK AT THIS #DoSomething #HillaryClinton #Repeal2A #MassShooting #OathKeepers #2A #NRA https://t.co/mH1seytBax',undefined
'RT @BerniesHomie: #BlackLivesMatter #BLM #Clinton2016 #Hillary2016 #UniteBlue #FeelTheBern #Sanders2016 https://t.co/uBYgmdzeKA',undefined
'RT @ahmirrashid: Benghazi Hearing: Another Hurdle in Hillary’s American Ninja Warrior-Style Campaign — #HillaryMen #Hillary2016  https://t.…',undefined
'RT @XManSV: OBSERVE #StopGunViolence #MomsDemand #UniversalBackgroundChecks #p2 #RepealThe2nd #Hillary2016 https://t.co/2jZVh1dgMs',undefined
'golly look at this #Hillary2016 #Repeal2A #StopGunViolence #GunControl #Everytown #WhateverItTakes https://t.co/R34KOelFU3',undefined
'RT @IBDeditorials: #HillaryClinton proves that 1 or 2 scandals can hurt you, but dozens just make you a victim of the haters. https://t.co/…',undefined
'RT @JSavoly: #UnitedBlue #MorningJoe #Hillary2016 http://t.co/fpEX5c6x4f',undefined
'RT @Wary12: Update: EXPLOSIVE: Kurt Eichenwald writes the definitive Benghazi takedown. https://t.co/YwLjFQn0C3 via @dailykos #p2 #Hillary2…',undefined
'RT @JSavoly: Twitter Account Beautifully Mocks The Double Standards Women Face Every Day #UnitedBlue #MorningJoe #Hillary2016 https://t.co/…',undefined
'@HillaryClinton @POTUS \n\n#Hillary2016 #ObamaResign #Communist https://t.co/qUQBLHB9jN',undefined
'#HillaryClinton #HillaryEmail #Confiscation #FuckTheNRA #GunOwnership look at this https://t.co/zti2znOHD3',undefined
'GOLLY LOOK AT THIS #Everytown #BackgroundCheck #2A #RepealThe2nd #Repeal2A #Hillary2016 #Benghazi https://t.co/ACkwBxMEs3',undefined
'Joe Biden’s 24-Hour About-Face: Adviser Tells VP, “They’ll Destroy You.�?\nhttps://t.co/i7MFnjDJK5\n#Trump2016 #Trump #Hillary2016 #tcot',undefined
'#HillaryClinton #RepealThe2nd #RepealTheSecondAmendment #NoToGunControl #FuckTheNRA #GunReform https://t.co/gSZW1X8WXV',undefined
'Photo: #hillaryclinton #billclinton #pole #poledance https://t.co/PntFXSVU3m',undefined
'OBSERVE #Hillary2016 #NotOneMore #BackgroundCheck #MassShooting #TeaParty #RKBA #p2 #pjnet https://t.co/r3ibs8mD79',undefined
'@realDonaldTrump #ImWithHer https://t.co/6r3SGsuUfi',undefined
